2026-09-18 15:57:47,472 | INFO | hr_assistant.config | API keys are set.
2026-09-18 15:57:47,473 | INFO | hr_assistant.config | LangSmith tracing is enabled. Checking for required LangSmith environment variables...
2026-09-18 15:57:47,473 | INFO | hr_assistant.config | LangSmith tracing is enabled for project {cls.LANGSMITH_PROJECT} at {cls.LANGSMITH_ENDPOINT}.
2026-09-18 15:57:50,218 | INFO | __main__ | Starting evaluation of the HR assistant...
2026-09-18 15:57:53,760 | INFO | hr_assistant.evalution | Dataset 'hr_policy_qna' already exists with examples. Retrieving it.
2026-09-18 15:57:53,761 | INFO | hr_assistant.evalution | Building the HR assistant for evaluation...
2026-09-18 15:57:53,791 | INFO | hr_assistant.pipeline | Building HR assistant...
2026-09-18 15:57:53,792 | INFO | hr_assistant.vector_store | Checking if vector store exists
2026-09-18 15:57:56,449 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/exists "HTTP/1.1 200 OK"
2026-09-18 15:57:56,452 | INFO | hr_assistant.pipeline | Vector store already exists. Loading from cloud...
2026-09-18 15:57:56,453 | INFO | hr_assistant.embeddings | Initializing embedding model jina-embeddings-v2-base-en
2026-09-18 15:57:56,454 | INFO | hr_assistant.vector_store | Loading vector store from existing collection
2026-09-18 15:57:58,054 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy "HTTP/1.1 200 OK"
2026-09-18 15:57:59,384 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-18 15:58:09,632 | INFO | hr_assistant.vector_store | Creating retriever with top 3 matches.
2026-09-18 15:58:09,633 | INFO | hr_assistant.llm | Initializing LLM model through Portkey gateway.
2026-09-18 15:58:09,633 | INFO | hr_assistant.gateway | Routing LLM calls through Portkey gateway with primary model openai/gpt-oss-20b and fallback model openai/gpt oss 120b.
2026-09-18 15:58:11,006 | INFO | hr_assistant.agent | Creating HR agent with metadata={'lc_versions': {'langchain-core': '1.6.2', 'langchain': '1.4.0', 'langchain-openai': '1.6.2'}} profile={'name': 'GPT-3.5-turbo', 'status': 'deprecated', 'release_date': '2023-03-01', 'last_updated': '2023-11-06', 'open_weights': False, 'max_input_tokens': 16385, 'max_output_tokens': 4096, 'text_inputs': True, 'image_inputs': False, 'audio_inputs': False, 'video_inputs': False, 'text_outputs': True, 'image_outputs': False, 'audio_outputs': False, 'video_outputs': False, 'reasoning_output': False, 'tool_calling': False, 'structured_output': False, 'attachment': False, 'temperature': True, 'image_url_inputs': False, 'pdf_inputs': False, 'pdf_tool_message': False, 'image_tool_message': False, 'tool_choice': True, 'tool_call_streaming': True} client=<openai.resources.chat.completions.completions.Completions object at 0x0000020844062660> async_client=<openai.resources.chat.completions.completions.AsyncCompletions object at 0x00000208440630E0> root_client=<openai.OpenAI object at 0x00000208421FBE00> root_async_client=<openai.AsyncOpenAI object at 0x0000020844062E40> model_kwargs={} openai_api_key=SecretStr('**********') openai_api_base='https://api.portkey.ai/v1' default_headers={'x-portkey-api-key': 'KlQo5yYLGQ4flcm1GtGxbgS8aAzS', 'x-portkey-config': 'pc-hrpoli-1275d7'} stream_chunk_timeout=120.0 and [StructuredTool(name='search_hr_policy', description='Search the HR policy document for relevant information based on the query.\nThis tool is used by the RAG agent to retrieve information from the HR policy document.', args_schema=<class 'langchain_core.utils.pydantic.search_hr_policy'>, func=<function create_search_tool.<locals>.search_hr_policy at 0x00000208440FFC40>)].
2026-09-18 15:58:11,017 | INFO | hr_assistant.agent | HR agent created successfully.
2026-09-18 15:58:11,017 | INFO | hr_assistant.pipeline | HR assistant built successfully and ready to answer your questions.
2026-09-18 15:58:11,018 | INFO | hr_assistant.embeddings | Initializing embedding model jina-embeddings-v2-base-en
2026-09-18 15:58:11,018 | INFO | hr_assistant.vector_store | Loading vector store from existing collection
2026-09-18 15:58:12,958 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy "HTTP/1.1 200 OK"
2026-09-18 15:58:13,034 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-18 15:58:13,940 | INFO | hr_assistant.vector_store | Creating retriever with top 3 matches.
2026-09-18 15:58:13,941 | INFO | hr_assistant.evalution | Routing Judge LLM calls through Portkey gateway with model openai/gpt-oss-20b.
2026-09-18 15:58:13,942 | INFO | hr_assistant.evalution | Routing Judge LLM calls through Portkey gateway with model openai/gpt-oss-20b.
2026-09-18 15:58:13,944 | INFO | hr_assistant.evalution | Starting evaluation against dataset 'hr_policy_qna' with 10 test cases...
2026-09-18 15:58:17,401 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:17,430 | INFO | hr_assistant.pipeline | User Question: How many days per week can I work from home?
2026-09-18 15:58:18,907 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:18,937 | INFO | hr_assistant.tools | Searching HR policy for question: How many days per week can I work from home?
2026-09-18 15:58:35,388 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-18 15:58:35,392 | INFO | hr_assistant.tools | Found 3 relevant chunks for the question.
2026-09-18 15:58:35,955 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:36,752 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-18 15:58:44,134 | INFO | httpx | HTTP Request: POST https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
