2026-09-11 20:37:47,834 | INFO | hr_assistant.config | API keys are set.
2026-09-11 20:37:47,835 | INFO | hr_assistant.config | LangSmith tracing is enabled. Checking for required LangSmith environment variables...
2026-09-11 20:37:47,836 | INFO | hr_assistant.config | LangSmith tracing is enabled for project {cls.LANGSMITH_PROJECT} at {cls.LANGSMITH_ENDPOINT}.
2026-09-11 20:38:01,828 | INFO | hr_assistant.pipeline | Building HR assistant...
2026-09-11 20:38:01,829 | INFO | hr_assistant.vector_store | Checking if vector store exists
2026-09-11 20:38:07,414 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/exists "HTTP/1.1 200 OK"
2026-09-11 20:38:07,416 | INFO | hr_assistant.pipeline | Vector store already exists. Loading from cloud...
2026-09-11 20:38:07,417 | INFO | hr_assistant.embeddings | Initializing embedding model jina-embeddings-v2-base-en
2026-09-11 20:38:07,418 | INFO | hr_assistant.vector_store | Loading vector store from existing collection
2026-09-11 20:38:10,861 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-11 20:38:10,968 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy "HTTP/1.1 200 OK"
2026-09-11 20:38:15,868 | INFO | hr_assistant.vector_store | Creating retriever with top 3 matches.
2026-09-11 20:38:15,869 | INFO | hr_assistant.llm | Initializing LLM model through Portkey gateway.
2026-09-11 20:38:15,869 | INFO | hr_assistant.gateway | Routing LLM calls through Portkey gateway with primary model openai/gpt-oss-20b and fallback model openai/gpt oss 120b.
2026-09-11 20:38:28,018 | INFO | hr_assistant.agent | Creating HR agent with metadata={'lc_versions': {'langchain-core': '1.6.2', 'langchain': '1.4.0', 'langchain-openai': '1.6.2'}} profile={'name': 'GPT-3.5-turbo', 'status': 'deprecated', 'release_date': '2023-03-01', 'last_updated': '2023-11-06', 'open_weights': False, 'max_input_tokens': 16385, 'max_output_tokens': 4096, 'text_inputs': True, 'image_inputs': False, 'audio_inputs': False, 'video_inputs': False, 'text_outputs': True, 'image_outputs': False, 'audio_outputs': False, 'video_outputs': False, 'reasoning_output': False, 'tool_calling': False, 'structured_output': False, 'attachment': False, 'temperature': True, 'image_url_inputs': False, 'pdf_inputs': False, 'pdf_tool_message': False, 'image_tool_message': False, 'tool_choice': True, 'tool_call_streaming': True} client=<openai.resources.chat.completions.completions.Completions object at 0x00000234E486E3C0> async_client=<openai.resources.chat.completions.completions.AsyncCompletions object at 0x00000234E486EE40> root_client=<openai.OpenAI object at 0x00000234E3C62900> root_async_client=<openai.AsyncOpenAI object at 0x00000234E486EBA0> model_kwargs={} openai_api_key=SecretStr('**********') openai_api_base='https://api.portkey.ai/v1' default_headers={'x-portkey-api-key': 'KlQo5yYLGQ4flcm1GtGxbgS8aAzS', 'x-portkey-config': '{"strategy": {"mode": "fallback"}, "targets": [{"provider": "@hrpolicy", "override_params": {"model": "openai/gpt-oss-20b"}}, {"provider": "@hrpolicybackup", "override_params": {"model": "openai/gpt oss 120b"}}]}'} stream_chunk_timeout=120.0 and [StructuredTool(name='search_hr_policy', description='Search the HR policy document for relevant information based on the query.\nThis tool is used by the RAG agent to retrieve information from the HR policy document.', args_schema=<class 'langchain_core.utils.pydantic.search_hr_policy'>, func=<function create_search_tool.<locals>.search_hr_policy at 0x00000234E48DE700>)].
2026-09-11 20:38:28,063 | INFO | hr_assistant.agent | HR agent created successfully.
2026-09-11 20:38:28,063 | INFO | hr_assistant.pipeline | HR assistant built successfully and ready to answer questions.
2026-09-11 20:38:39,817 | INFO | __main__ | Streamlit run: User Question: Hello what can you help me
2026-09-11 20:38:40,630 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-11 20:38:40,669 | INFO | hr_assistant.pipeline | User Question: Hello what can you help me
2026-09-11 20:38:42,633 | INFO | httpx2 | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 400 Bad Request"
