2026-09-10 22:10:18,067 | INFO | hr_assistant.config | API keys are set.
2026-09-10 22:10:18,068 | INFO | hr_assistant.config | LangSmith tracing is enabled. Checking for required LangSmith environment variables...
2026-09-10 22:10:18,068 | INFO | hr_assistant.config | LangSmith tracing is enabled for project {cls.LANGSMITH_PROJECT} at {cls.LANGSMITH_ENDPOINT}.
2026-09-10 22:10:23,382 | INFO | hr_assistant.pipeline | Building HR assistant...
2026-09-10 22:10:23,383 | INFO | hr_assistant.vector_store | Checking if vector store exists
2026-09-10 22:10:27,117 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/exists "HTTP/1.1 200 OK"
2026-09-10 22:10:27,149 | INFO | hr_assistant.pipeline | Vector store does not exist. Building a new one...
2026-09-10 22:10:27,149 | INFO | hr_assistant.document_loader | Loading document from D:\Workshop\practice-rag\data\basic-rag\hr_policy.txt
2026-09-10 22:10:27,150 | INFO | hr_assistant.document_loader | loaded 1 documents successfully
2026-09-10 22:10:27,151 | INFO | hr_assistant.splitter | Splitting documents into chunks of size 500 with overlap 50. Total chunks created: 9
2026-09-10 22:10:27,151 | INFO | hr_assistant.pipeline | Number of document chunks: 9
2026-09-10 22:10:27,151 | INFO | hr_assistant.embeddings | Initializing embedding model jina-embeddings-v2-base-en
2026-09-10 22:10:28,207 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-10 22:10:28,235 | INFO | httpx | HTTP Request: GET https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/exists "HTTP/1.1 200 OK"
2026-09-10 22:10:35,443 | INFO | httpx | HTTP Request: PUT https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy "HTTP/1.1 200 OK"
2026-09-10 22:10:42,319 | INFO | httpx | HTTP Request: PUT https://c21790e5-cb3c-4bad-98d6-08e14c86d39a.us-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points?wait=true "HTTP/1.1 200 OK"
2026-09-10 22:10:42,321 | INFO | hr_assistant.vector_store | Vector store built with 9 chunks and stored in Qdrant collection 'hr_policy'.
2026-09-10 22:10:42,321 | INFO | hr_assistant.pipeline | Qdrant Vector store built and ready to use for next time...
2026-09-10 22:10:42,322 | INFO | hr_assistant.vector_store | Creating retriever with top 3 matches.
2026-09-10 22:10:42,322 | INFO | hr_assistant.llm | Initializing LLM model openai/gpt-oss-20b
2026-09-10 22:10:42,415 | INFO | hr_assistant.agent | Creating HR agent with metadata={'lc_versions': {'langchain-core': '1.6.2', 'langchain': '1.4.0'}} profile={'name': 'GPT OSS 20B', 'release_date': '2025-08-05', 'last_updated': '2026-05-27', 'open_weights': True, 'max_input_tokens': 131072, 'max_output_tokens': 65536, 'text_inputs': True, 'image_inputs': False, 'audio_inputs': False, 'video_inputs': False, 'text_outputs': True, 'image_outputs': False, 'audio_outputs': False, 'video_outputs': False, 'reasoning_output': True, 'tool_calling': True, 'structured_output': True, 'attachment': False, 'temperature': True} client=<groq.resources.chat.completions.Completions object at 0x0000028011B44550> async_client=<groq.resources.chat.completions.AsyncCompletions object at 0x0000028011B44E10> model_name='openai/gpt-oss-20b' temperature=0.3 model_kwargs={} groq_api_key=SecretStr('**********') and [StructuredTool(name='search_hr_policy', description='Search the HR policy document for relevant information based on the query.\nThis tool is used by the RAG agent to retrieve information from the HR policy document.', args_schema=<class 'langchain_core.utils.pydantic.search_hr_policy'>, func=<function create_search_tool.<locals>.search_hr_policy at 0x0000028011C87380>)].
2026-09-10 22:10:42,499 | INFO | hr_assistant.agent | HR agent created successfully.
2026-09-10 22:10:42,500 | INFO | hr_assistant.pipeline | HR assistant built successfully and ready to answer questions.
